"Date","02_AGG_IrrigDemand","02_AGG_IrrigSupply","02_AGG_IrrigShortage","02_AGG_IrrigSupDirectFlow","02_AGG_MunDemand","02_AGG_MunSupply","02_AGG_MunShortage","0203837_I_IrrigDemand","0203837_I_IrrigSupply","0203837_I_IrrigShortage","0203837_I_IrrigSupDirectFlow","0200873_IrrigDemand","0200873_IrrigSupply","0200873_IrrigShortage","0200873_IrrigSupDirectFlow","0200809_IrrigDemand","0200809_IrrigSupply","0200809_IrrigShortage","0200809_IrrigSupDirectFlow","0200810_I_IrrigDemand","0200810_I_IrrigSupply","0200810_I_IrrigShortage","0200810_I_IrrigSupDirectFlow","0200817_I_IrrigDemand","0200817_I_IrrigSupply","0200817_I_IrrigShortage","0200817_I_IrrigSupDirectFlow","0200824_I_IrrigDemand","0200824_I_IrrigSupply","0200824_I_IrrigShortage","0200824_I_IrrigSupDirectFlow","0200808_I_IrrigDemand","0200808_I_IrrigSupply","0200808_I_IrrigShortage","0200808_I_IrrigSupDirectFlow","0200872_IrrigDemand","0200872_IrrigSupply","0200872_IrrigShortage","0200872_IrrigSupDirectFlow","0200805_I_IrrigDemand","0200805_I_IrrigSupply","0200805_I_IrrigShortage","0200805_I_IrrigSupDirectFlow","0200825_I_IrrigDemand","0200825_I_IrrigSupply","0200825_I_IrrigShortage","0200825_I_IrrigSupDirectFlow","0200837_I_IrrigDemand","0200837_I_IrrigSupply","0200837_I_IrrigShortage","0200837_I_IrrigSupDirectFlow","0200826_IrrigDemand","0200826_IrrigSupply","0200826_IrrigShortage","0200826_IrrigSupDirectFlow","0200915_IrrigDemand","0200915_IrrigSupply","0200915_IrrigShortage","0200915_IrrigSupDirectFlow","0200834_I_IrrigDemand","0200834_I_IrrigSupply","0200834_I_IrrigShortage","0200834_I_IrrigSupDirectFlow","0200812_I_IrrigDemand","0200812_I_IrrigSupply","0200812_I_IrrigShortage","0200812_I_IrrigSupDirectFlow","0200821_IrrigDemand","0200821_IrrigSupply","0200821_IrrigShortage","0200821_IrrigSupDirectFlow","0200822_IrrigDemand","0200822_IrrigSupply","0200822_IrrigShortage","0200822_IrrigSupDirectFlow","0203876_I_IrrigDemand","0203876_I_IrrigSupply","0203876_I_IrrigShortage","0203876_I_IrrigSupDirectFlow","0200836_IrrigDemand","0200836_IrrigSupply","0200836_IrrigShortage","0200836_IrrigSupDirectFlow","0200813_I_IrrigDemand","0200813_I_IrrigSupply","0200813_I_IrrigShortage","0200813_I_IrrigSupDirectFlow","0200830_IrrigDemand","0200830_IrrigSupply","0200830_IrrigShortage","0200830_IrrigSupDirectFlow","0200828_I_IrrigDemand","0200828_I_IrrigSupply","0200828_I_IrrigShortage","0200828_I_IrrigSupDirectFlow","02_ADP003_IrrigDemand","02_ADP003_IrrigSupply","02_ADP003_IrrigShortage","02_ADP003_IrrigSupDirectFlow","0200871_IrrigDemand","0200871_IrrigSupply","0200871_IrrigShortage","0200871_IrrigSupDirectFlow","0200874_IrrigDemand","0200874_IrrigSupply","0200874_IrrigShortage","0200874_IrrigSupDirectFlow","02_Nglenn_I_MunDemand","02_Nglenn_I_MunSupply","02_Nglenn_I_MunShortage","02_Nglenn_O_MunDemand","02_Nglenn_O_MunSupply","02_Nglenn_O_MunShortage","02_Thorn_I_MunDemand","02_Thorn_I_MunSupply","02_Thorn_I_MunShortage","02_Thorn_O_MunDemand","02_Thorn_O_MunSupply","02_Thorn_O_MunShortage","02_Westy_I_MunDemand","02_Westy_I_MunSupply","02_Westy_I_MunShortage","02_Westy_O_MunDemand","02_Westy_O_MunSupply","02_Westy_O_MunShortage"
"1973-03",2280,2280,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280,2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1973-04",6552,6553.1822,0,363.0003,4026.6001,4026.6,1e-04,1465,1465,0,0,19,19,0,19,150,150,0,150,65,65,0,0,579.0001,579.0001,0,0,197,197.0013,0,0,397,397,0,0,19,19,0,19,1910,1910,0,0,207,207,0,0,46,46.92,0,0,14,14,0,14,244,244.0019,0,0,334,334,0,0,118,118,0,0,43,43,0,1e-04,71,71,0,1e-04,128,128,0,0,30,30,0,30,115,115.0013,0,0,51,51,0,1e-04,219,219.0018,0,0,13,13.2559,0,13,109,109,0,109,9,9,0,9,219.15,219.15,0,236.49,236.49,0,910.3301,910.3301,0,982.35,982.3499,1e-04,782.07,782.07,0,896.21,896.21,0
"1973-05",43195,43710.0771,0,3090.3165,5436.63,5436.63,1e-04,7664,7664,0,0,176,177.386,0,176,1739,1739,0,1739,559,559,0,0,4560,4560,0,0,3894.9998,3895.0173,0,0,2797,2797,0,0,186,186.604,0,186,3195.0002,3589.1035,0,0,2253,2253,0,0,347,347,0,0,114,114,0,114,993,1041.2903,0,0,2842,2842,0,0,1703,1703,0,0,427,427,0,1e-04,931,931.0001,0,3e-04,3273,3343.0625,0,0,256,256,0,256,1350,1350.0134,0,0,311,311,0,1e-04,1796,1796.0099,0,0,172,172,0,172,1577,1577,0,368.3161,79,79.59,0,79,219.15,219.15,0,394.15,394.15,0,910.33,910.33,0,1637.25,1637.25,1e-04,782.0699,782.0699,0,1493.6801,1493.6801,0
"1973-06",93460.9983,98945.1703,2e-04,6808.4351,6376.6604,6376.6602,2e-04,15198.999,16074.1973,0,0,644,646.1036,0,644,3506.9998,3765.6206,0,3506.9998,1511,1511.0408,0,0,7820.9995,8469.2354,0,0,4662.9995,4811.7148,0,0,5730,6327.6602,0,0,621,622.63,0,621,7898,10315.5576,0,0,5082,5082.001,0,0,616,616,0,0,267,267,0,267,3738.0002,3738.0002,0,0,6120,6119.9995,2e-04,0,3248.9998,3495.8943,0,0,1297,1297,0,1e-04,2294,2294,0,3e-04,6717.0005,6941.6436,0,0,700,700,0,700,4054,4054.0466,0,0,1056,1056.0001,0,1e-04,4643,4643.0347,0,0,400,407.3555,0,400,5321,5376.4346,0,356.4349,313,313,0,313,219.15,219.15,0,499.26,499.26,0,910.3301,910.3301,0,2073.8503,2073.8501,2e-04,782.07,782.07,0,1892,1892,0
"1973-07",87906.0005,90334.4131,5e-04,6470.3164,6611.6599,6611.66,0,12403,13002.3018,0,0,512,512.5294,0,512,3239,3268.7473,0,3239,1573,1573,0,0,7606.9995,8084.9927,0,0,3201,3680.6929,0,0,4933.0005,5210.0298,0,0,489,489,0,489,6930,6929.9995,2e-04,0,4435.0005,4651.8984,0,0,754.0001,754.0001,0,0,303,303,0,303,3201,3231.1973,0,0,7453,7453,2e-04,0,3558,3558,0,0,1411,1411.0001,0,1e-04,2210,2210,0,3e-04,6749,7052.5786,0,0,849.9999,849.9999,0,849.9999,4477,4477.0435,0,0,1918,1918.0001,0,1e-04,4411,4411.0454,0,0,457,457,0,457,4580,4593.3564,0,368.3161,252,252,0,252,219.15,219.15,0,525.53,525.53,0,910.33,910.33,0,2183,2183,0,782.0699,782.0699,0,1991.58,1991.58,0
"1973-08",96704.9996,95662.0352,3366.8977,6669.0007,5906.64,5906.64,0,12521,13175.8584,0,0,447,447.3925,0,447,3444.0002,3571.0618,0,3444.0002,1771,1771,0,0,9336,9501.8896,0,0,3442,3888.3135,0,0,4924.9995,5265.1597,0,0,539.0001,539.0001,0,539.0001,10095,10095,0,0,4945,5126.2271,0,0,964,964,0,0,313,313,0,313,2650.0002,1124.4528,1525.5474,0,7879.9995,7879.9995,0,0,3537,3607.5317,0,0,1630,1630.0001,0,1e-04,2375,2375.0002,0,2e-04,7501,7838.395,0,0,1077,1077,0,1077,4700,4700.0483,0,0,2197,2197,0,1e-04,5348,5348.0552,0,0,590,590,0,590,4219,2377.6497,1841.3503,0,259,259,0,259,219.15,219.15,0,446.7,446.7,0,910.33,910.33,0,1855.55,1855.55,0,782.0699,782.0699,0,1692.84,1692.84,0
"1973-09",33868.9999,33510.1219,688.3824,3066.4353,4966.63,4966.63,1e-04,4209,4319.1191,0,0,158,158.2602,0,158,1378,1378,0,1378,692,692,0,0,2786,2786,0,0,1175,1268.7111,0,0,1741,1754.9127,0,0,191,191,0,191,3555,3555,0,0,2022,2022,0,0,286,286,0,0,186,186,0,186,969,976.4685,0,0,2488,2488,0,0,1278,1287.7222,0,0,725.9999,725.9999,0,1e-04,853,853,0,3e-04,2400,2494.2739,0,0,473,473,0,473,1800,1800.0166,0,0,666,665.9999,1e-04,1e-04,2318,2318.02,0,0,235,235,0,235,1195,506.6177,688.3823,356.4349,89,89,0,89,219.15,219.15,0,341.6,341.6,0,910.3301,910.33,1e-04,1418.95,1418.95,0,782.07,782.07,0,1294.53,1294.53,0
"1973-10",22419,22826.7153,937.4749,2439.3164,3556.5899,3556.5899,1e-04,4380,4609.0225,0,0,195,195.114,0,195,1218.9999,1376.4725,0,1218.9999,394,426.8379,0,0,2537.0002,2642.1526,0,0,958,1120.6044,0,0,2045,2045,0,0,237,237,0,237,191,191,0,0,957,1038.9825,0,0,203,227.56,0,0,105,111.3,0,105,1238,1238.063,0,0,1037.9999,1077.4382,0,0,877,1079.0709,0,0,233,269.444,0,1e-04,558,602.7113,0,2e-04,1630,1705.7047,0,0,112,128.6,0,112,717.9999,791.8,0,0,197,215.1588,0,1e-04,664,685.283,0,0,100,116.8698,0,100,1530,592.5251,937.4749,368.3161,103,103,0,103,219.15,219.15,0,183.94,183.94,0,910.33,910.33,0,764.05,764.0499,1e-04,782.0699,782.0699,0,697.05,697.05,0
"1973-11",99,90.7871,13,23.0002,1911.5501,1911.5501,0,14,14.8366,0,0,2,2,0,2,8,9.069,0,8,5,5.6113,0,0,7,7.3338,0,0,3,3.4393,0,0,17,17,0,0,2,2,0,2,0,0,0,0,3,3.2321,0,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,5,5.9023,0,0,2,2.078,0,1e-04,2,2,0,1e-04,0,0,0,0,0,0,0,0,3,3.2847,0,0,0,0,0,0,2,2,0,0,0,0,0,0,11,11,0,11,0,0,0,0,219.15,219.15,0,0,0,0,910.3301,910.3301,0,0,0,0,782.07,782.07,0,0,0,0
"1973-12",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1974-01",643,643,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1974-02",362,362,0,0,1911.5499,1911.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.07,782.07,0,0,0,0
"1974-03",3769.9999,3752.2853,145,194.0003,1911.55,1911.55,0,384,404.1832,0,0,8,8,0,8,84,94.7636,0,84,41,47.4125,0,0,303,317.7288,0,0,81,94.8601,0,0,252,252,0,0,7,7,0,7,1691.9999,1691.9999,0,0,125,135.6891,0,0,27,30.04,0,0,10,10.6,0,10,145,0,145,0,88,91.1732,0,0,65,79.7305,0,0,22,25.3724,0,1e-04,41,44.0996,0,1e-04,86,90.0709,0,0,20,23,0,20,63,69.6482,0,0,38,41.3658,0,1e-04,123,127.1605,0,0,10,11.387,0,10,48,48,0,48,7,7,0,7,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1974-04",29018.9997,29351.9042,0,2326.1461,4026.6001,4026.6001,0,5008,5008,0,0,184,184,0,184,1792,1792,0,1792,686,686,0,0,2574,2574,0,0,1608.0001,1608.0085,0,0,4129.9995,4129.9995,0,0,241,241,0,25.1457,1628,1933.9879,0,0,1062,1062.0001,0,0,168,168,0,0,75,75,0,75,1853,1853,0,0,1639,1639,0,0,1097,1097,0,0,242,242,0,1e-04,540,540.0001,0,3e-04,1306,1320.0697,0,0,92,98.6,0,92,768,768.0082,0,0,188,188,0,1e-04,1039,1039.0063,0,0,74,77.8507,0,74,941,943.373,0,0,84,84,0,84,219.15,219.15,0,236.49,236.49,0,910.3301,910.3301,0,982.35,982.35,0,782.07,782.07,0,896.21,896.21,0
"1974-05",106798,106241.5525,2808.6376,7943.0004,5436.63,5436.63,1e-04,14250,14799.6318,0,0,679,678.9999,1e-04,678.9999,4665,4665,0,4665,1662,1662,0,0,8645,8645,2e-04,0,6866,6866.042,0,0,6696,6696,0,0,608,622.512,0,608.0001,6797,8214.1191,0,0,5962,5949.6279,12.372,0,970,970,0,0,265,265,0,265,3933.9998,3781.7859,152.2141,0,9497,9497,0,0,4667,4667,0,0,1676,1676.0001,0,1e-04,3266.0002,3266.0002,0,3e-04,6721,6986.1162,0,0,955,955,0,955,4441.9995,4442.0386,0,0,1292,1292,0,1e-04,7089,6849.2935,239.7065,0,494,494,0,494,4423.0005,2018.6553,2404.3447,0,277,282.73,0,277,219.15,219.15,0,394.15,394.15,0,910.33,910.33,0,1637.25,1637.25,1e-04,782.0699,782.0699,0,1493.6801,1493.6801,0
"1974-06",64410.9996,68122.6877,5e-04,5219.4353,6376.6604,6376.6602,2e-04,9406,10700.9375,0,0,476,509.2244,0,476,2609,2777.3464,0,2609,1006.0001,1030.6958,0,0,4329,5573.8525,0,0,3013,3157.1802,0,0,4105.9995,4567.6274,0,0,425,450.6141,0,425,5375,5374.9995,5e-04,0,3375,3375.0005,0,0,635.0001,635.0001,0,0,203,203,0,203,2896,2896,0,0,4732,4732,0,0,2753,2774.1216,0,0,900,900,0,1e-04,1767,1767,0,3e-04,4753,5039.8735,0,0,600,600,0,600,2953,2953.033,0,0,849.9999,849.9999,0,1e-04,2930,2930.0237,0,0,343,343,0,343,3769,3774.0476,0,356.4349,207,208.11,0,207,219.15,219.15,0,499.26,499.26,0,910.3301,910.3301,0,2073.8503,2073.8501,2e-04,782.07,782.07,0,1892,1892,0
"1974-07",96801,95868.4141,3435.137,6595.0007,6611.6599,6611.6599,0,11965,12746.5313,0,0,475,475.4158,0,475,3305.0002,3518.4282,0,3305.0002,1577,1602.5515,0,0,8016.9995,8295.7715,0,0,3585,4085.9189,0,0,5340,5768.4502,0,0,503,503,0,503,11099,11099,0,0,5192,5382.1567,0,0,1108,956.5193,151.4807,0,362,362,0,362,2775,2775,0,0,8398,8398.001,0,0,3588,3671.2188,0,0,1454,1454.0001,0,1e-04,2437.9998,2437.9998,0,3e-04,6769,6769,0,0,1180,1180,0,1180,4283.0005,4283.0503,0,0,2543,2543,0,1e-04,5864,5864.0571,0,0,516.0001,516.0001,0,516.0001,4211,927.3437,3283.6563,0,254,254,0,254,219.15,219.15,0,525.53,525.53,0,910.33,910.33,0,2183,2183,0,782.0699,782.0699,0,1991.58,1991.58,0
"1974-08",75201.999,72231.5709,4778.5844,5300.0002,5906.64,5906.6399,1e-04,8603,9163.5303,0,0,353,353.3058,0,353,2762,2940.0779,0,2762,1249.0001,1289.7113,0,0,5867,5867,1e-04,0,2374,2681.936,0,0,3953.9998,4345.7568,0,0,451,451,0,451,11826,11826,0,0,3553,3617.978,0,0,817,817,0,0,259,259,0,259,2089.9998,650.9149,1439.0848,0,6139,6139,2e-04,0,2693,2776.2576,0,0,1223.9999,1224,0,1e-04,1869,1869.0001,0,1e-04,5342.9995,5523.5269,0,0,841,841,0,841,3084,3084.0369,0,0,1726,1726,0,1e-04,4058,4058.0378,0,0,425,425,0,425,3433,93.5006,3339.4993,0,209,209,0,209,219.15,219.15,0,446.7,446.7,0,910.33,910.33,0,1855.55,1855.5499,1e-04,782.0699,782.0699,0,1692.84,1692.84,0
"1974-09",36249.0012,35592.0477,1218.2806,3816.4353,4966.63,4966.63,1e-04,4928.0005,5211.9473,0,0,200,200.2063,0,200,1921,1921,0,1921,727,727,0,0,2328.0002,2328.0002,0,0,1363,1464.3684,0,0,2438,2575.0542,0,0,255,255,0,255,2748,2748,0,0,1784,1805.769,0,0,441,441,0,0,177,177,0,177,1374.0001,1390.946,0,0,2760,2760,0,0,1621,1621,0,0,700,700,0,1e-04,912,912,0,2e-04,2421.0002,2421.0002,0,0,487,487,0,487,1724,1724.0182,0,0,624.0001,624.0001,0,1e-04,2317,2317.0183,0,0,304,304,0,304,1579,360.7194,1218.2805,356.4349,116,116,0,116,219.15,219.15,0,341.6,341.6,0,910.3301,910.33,1e-04,1418.95,1418.95,0,782.07,782.07,0,1294.53,1294.53,0
"1974-10",16316.0001,16844.5029,511.7009,1718.3165,3556.5899,3556.59,0,2840,3016.3503,0,0,127,127.1143,0,127,790,892.1064,0,790,261,303.3089,0,0,1467,1467,0,0,632.0001,739.2046,0,0,1334,1505.5616,0,0,153,153,0,153,1834,1834.0001,0,0,638,692.6552,0,0,148,165.96,0,0,70,74.2,0,70,786,786,0,0,762,790.5587,0,0,575,707.7693,0,0,156,180.6407,0,1e-04,367,396.5667,0,3e-04,1115,1165.1464,0,0,78,89.9,0,78,471,519.3378,0,0,133,145.2453,0,1e-04,458,472.5621,0,0,65,76.0154,0,65,989.0001,477.2991,511.7009,368.3161,67,67,0,67,219.15,219.15,0,183.94,183.94,0,910.33,910.33,0,764.05,764.05,0,782.0699,782.0699,0,697.05,697.05,0
"1974-11",153,155.6652,9,16.0002,1911.5501,1911.5501,0,16,16.732,0,0,2,2,0,2,10,11.1058,0,10,3,3.5668,0,0,20,20.8873,0,0,7,8.3583,0,0,19,21.3117,0,0,2,2,0,2,0,0,0,0,10,10.9773,0,0,2,2.04,0,0,0,0,0,0,9,0,9,0,6,6.3022,0,0,8,9.6437,0,0,2,2.078,0,1e-04,3,3.3051,0,1e-04,4,4.0904,0,0,2,2.1,0,2,6,6.5695,0,0,3,3.437,0,1e-04,8,8.1601,0,0,0,0,0,0,11,11,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.3301,910.3301,0,0,0,0,782.07,782.07,0,0,0,0
"1974-12",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1975-01",0,0,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1975-02",569.9999,569.9999,0,0,1911.5499,1911.5499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.9999,569.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.07,782.07,0,0,0,0
"1975-03",1014.0001,1014.0001,0,0,1911.55,1911.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014.0001,1014.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.33,910.33,0,0,0,0,782.0699,782.0699,0,0,0,0
"1975-04",13230.9999,13240.1685,1e-04,1240.0002,4026.6001,4026.6,1e-04,1094,1094,0,0,65,65,0,65,638,638,0,638,314,314,0,0,1023.9999,1023.9999,0,0,516,516.0027,0,0,1735,1735,0,0,88,88,0,88,3388,3388,1e-04,0,464,464,0,0,89,89,0,0,33,33,0,33,730.9999,730.9999,0,0,679,679,0,0,390,390,0,0,105,105,0,1e-04,188,188,0,1e-04,352,355.8567,0,0,48,51.4,0,48,284,284.003,0,0,102,102,0,1e-04,525,525.0032,0,0,26,27.353,0,26,320,320.5501,0,309,33,33,0,33,219.15,219.15,0,236.49,236.49,0,910.3301,910.3301,0,982.35,982.35,0,782.07,782.07,0,896.21,896.21,1e-04
"1975-05",23188.9998,23615.4118,0,2672.3165,5436.63,5436.6301,1e-04,3131,3273.5149,0,0,200,200,0,200,1476,1476,0,1476,453,453,0,0,1346.9999,1501.5723,0,0,1579,1579.0096,0,0,1948,1948,0,0,212,216.968,0,212,1734.9999,1735,0,0,974,974.0001,0,0,204,204,0,0,75,75,0,75,1049,1120.6963,0,0,1153,1153,0,0,1350,1350,0,0,376,376,0,1e-04,872,872.0001,0,3e-04,1226.9999,1276.2156,0,0,123,123,0,123,1074,1074.0092,0,0,180,180,0,1e-04,911,911.0035,0,0,131,131,0,131,1322.0001,1323.7922,0,368.3161,87,88.63,0,87,219.15,219.15,0,394.15,394.15,0,910.33,910.33,0,1637.25,1637.25,1e-04,782.0699,782.0699,0,1493.6801,1493.6802,0
"1975-06",67044.9987,70031.1268,2e-04,4960.4353,6376.6604,6376.6602,2e-04,9118,10412.2188,0,0,459,470.6079,0,459,2411,2566.4819,0,2411,900,922.0061,0,0,4059.9998,4162.9956,0,0,3052,3198.0146,0,0,3721,4139.1235,0,0,408,417.8,0,408,10265.999,10906.9912,0,0,3320.0002,3320.0005,0,0,638,638,0,0,222,222,0,222,2543.9998,2652.2778,0,0,4681,4681,0,0,2773,2794.2761,0,0,879,879,0,1e-04,1798,1797.9999,1e-04,3e-04,4756,4805.1489,0,0,573,573,0,573,2765,2765.0308,0,0,744,743.9999,1e-04,1e-04,2735,2735.0225,0,0,338,338,0,338,3691,3695.9307,0,356.4349,193,194.2,0,193,219.15,219.15,0,499.26,499.26,0,910.3301,910.3301,0,2073.8503,2073.8501,2e-04,782.07,782.07,0,1892,1892,0
"1975-07",81410.9991,85891.5847,3e-04,5985.3165,6611.6599,6611.6599,0,10354,11063.543,0,0,493,493.4283,0,493,2825,3007.4648,0,2825,1330,1351.5986,0,0,5252,5252,1e-04,0,3011,3431.5398,0,0,4429,4784.6348,0,0,466,466,0,466,11011,13568.5957,0,0,4134.9995,4286.5415,0,0,800,800,0,0,300,300,0,300,2834,2834,0,0,7219,7219,2e-04,0,3090,3161.7964,0,0,1195,1195.0001,0,1e-04,2025.9999,2025.9999,0,3e-04,5413,5413,0,0,893,893,0,893,3538,3538.0413,0,0,1721,1721.0001,0,1e-04,4081.9998,4082.0405,0,0,403,403,0,403,4354,4363.3599,0,368.3161,237,237,0,237,219.15,219.15,0,525.53,525.53,0,910.33,910.33,0,2183,2183,0,782.0699,782.0699,0,1991.58,1991.58,0
"1975-08",83152,83985.2259,918.0887,5372.0005,5906.64,5906.6399,1e-04,9786,10408.335,0,0,345,345.302,0,345,2642,2812.3372,0,2642,1208,1247.4479,0,0,7211.0005,7211.001,0,0,2829,3196.2244,0,0,3968,4117.8242,0,0,405,405,0,405,11927.999,11927.999,0,0,4296,4374.8926,0,0,939,939,0,0,279,279,0,279,2019.9999,2019.9999,0,0,7156,7156,0,0,2777.0002,2862.7612,0,0,1289,1289.0001,0,1e-04,2011.9999,2011.9999,0,3e-04,6438.0005,6675.103,0,0,1030,1030,0,1030,3319,3319.0396,0,0,2141,2141.0002,0,1e-04,5098,5098.0474,0,0,475,475,0,475,3365,2446.9114,918.0887,0,196,196,0,196,219.15,219.15,0,446.7,446.7,0,910.33,910.33,0,1855.55,1855.5499,1e-04,782.0699,782.0699,0,1692.84,1692.84,0
"1975-09",48965.0004,47607.7846,1947.3848,4393.0003,4966.63,4966.63,1e-04,6222.0005,6573.7124,0,0,247,247.2506,0,247,2402,2402,0,2402,927,927,0,0,3596,3596,0,0,1778,1910.3397,0,0,3053,3107.238,0,0,316,316,0,316,5142,5142,0,0,2436,2465.6609,0,0,517,517,0,0,217,217,0,217,1690.0001,1711.9172,0,0,3427,3427.0002,0,0,2049,2049,0,0,927,927,0,1e-04,1188,1188,0,1e-04,3121,3121,0,0,674,674,0,674,2288.9998,2289.0242,0,0,938,938,0,1e-04,3311,3311.0261,0,0,392,392,0,392,1961,13.6153,1947.3848,0,145,145,0,145,219.15,219.15,0,341.6,341.6,0,910.3301,910.33,1e-04,1418.95,1418.95,0,782.07,782.07,0,1294.53,1294.53,0
"1975-10",18346.9999,18447.8379,927.7386,2127.3163,3556.5899,3556.59,0,3113,3303.5728,0,0,168,168.1439,0,168,1035,1168.8074,0,1035,361,419.5344,0,0,1641,1641,0,0,720,842.423,0,0,1733,1733,0,0,210,210,0,210,1165,1165,0,0,769,834.8087,0,0,167,186.84,0,0,90,95.4,0,90,1061.9999,1061.9999,0,0,814,844.6743,0,0,733.9999,903.0639,0,0,202,233.4193,0,1e-04,455,491.3762,0,1e-04,1047,1094.3177,0,0,90,103.5,0,90,574.0001,632.9213,0,0,159,173.793,0,1e-04,533,549.9624,0,0,78,91.0184,0,78,1339,411.2614,927.7386,368.3161,88,88,0,88,219.15,219.15,0,183.94,183.94,0,910.33,910.3301,0,764.05,764.05,0,782.0699,782.0699,0,697.05,697.05,0
"1975-11",0,0,0,0,1911.5501,1911.5501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219.15,219.15,0,0,0,0,910.3301,910.3301,0,0,0,0,782.07,782.07,0,0,0,0
