"Date","43_AGG_IrrigDemand","43_AGG_IrrigSupply","43_AGG_IrrigShortage","43_AGG_IrrigSupDirectFlow","43_AGG_MunDemand","43_AGG_MunSupply","43_AGG_MunShortage","4300527_D_IrrigDemand","4300527_D_IrrigSupply","4300527_D_IrrigShortage","4300527_D_IrrigSupDirectFlow","4300537_D_IrrigDemand","4300537_D_IrrigSupply","4300537_D_IrrigShortage","4300537_D_IrrigSupDirectFlow","4300578_D_IrrigDemand","4300578_D_IrrigSupply","4300578_D_IrrigShortage","4300578_D_IrrigSupDirectFlow","43_ADW001_IrrigDemand","43_ADW002_IrrigDemand","43_ADW003_IrrigDemand","43_ADW004_IrrigDemand","43_ADW005_IrrigDemand","43_ADW006_IrrigDemand","43_ADW007_IrrigDemand","43_ADW008_IrrigDemand","43_ADW009_IrrigDemand","43_ADW010_IrrigDemand","43_ADW012_IrrigDemand","43_ADW013_IrrigDemand","43_ADW014_IrrigDemand","43_ADW015_IrrigDemand","43_ADW016_IrrigDemand","43_ADW001_IrrigSupply","43_ADW002_IrrigSupply","43_ADW003_IrrigSupply","43_ADW004_IrrigSupply","43_ADW005_IrrigSupply","43_ADW006_IrrigSupply","43_ADW007_IrrigSupply","43_ADW008_IrrigSupply","43_ADW009_IrrigSupply","43_ADW010_IrrigSupply","43_ADW012_IrrigSupply","43_ADW013_IrrigSupply","43_ADW014_IrrigSupply","43_ADW015_IrrigSupply","43_ADW016_IrrigSupply","43_ADW001_IrrigShortage","43_ADW002_IrrigShortage","43_ADW003_IrrigShortage","43_ADW004_IrrigShortage","43_ADW005_IrrigShortage","43_ADW006_IrrigShortage","43_ADW007_IrrigShortage","43_ADW008_IrrigShortage","43_ADW009_IrrigShortage","43_ADW010_IrrigShortage","43_ADW012_IrrigShortage","43_ADW013_IrrigShortage","43_ADW014_IrrigShortage","43_ADW015_IrrigShortage","43_ADW016_IrrigShortage","43_ADW001_IrrigSupDirectFlow","43_ADW002_IrrigSupDirectFlow","43_ADW003_IrrigSupDirectFlow","43_ADW004_IrrigSupDirectFlow","43_ADW005_IrrigSupDirectFlow","43_ADW006_IrrigSupDirectFlow","43_ADW007_IrrigSupDirectFlow","43_ADW008_IrrigSupDirectFlow","43_ADW009_IrrigSupDirectFlow","43_ADW010_IrrigSupDirectFlow","43_ADW012_IrrigSupDirectFlow","43_ADW013_IrrigSupDirectFlow","43_ADW014_IrrigSupDirectFlow","43_ADW015_IrrigSupDirectFlow","43_ADW016_IrrigSupDirectFlow","4300815_D_IrrigDemand","4300815_D_IrrigSupply","4300815_D_IrrigShortage","4300815_D_IrrigSupDirectFlow","4300819_D_IrrigDemand","4300819_D_IrrigSupply","4300819_D_IrrigShortage","4300819_D_IrrigSupDirectFlow","4300694_D_IrrigDemand","4300694_D_IrrigSupply","4300694_D_IrrigShortage","4300694_D_IrrigSupDirectFlow","4300564_MunDemand","4300564_MunSupply","4300564_MunShortage","4303633_F_MunDemand","4303633_F_MunSupply","4303633_F_MunShortage","4303633_O_MunDemand","4303633_O_MunSupply","4303633_O_MunShortage","4306045_MunDemand","4306045_MunSupply","4306045_MunShortage","43_OilDem_MunDemand","43_OilDem_MunSupply","43_OilDem_MunShortage","4302571_MunDemand","4302571_MunSupply","4302571_MunShortage","4304313_O_MunDemand","4304313_O_MunSupply","4304313_O_MunShortage","43_AMW001_MunDemand","43_AMW001_MunSupply","43_AMW001_MunShortage"
"1973-09",18275.0001,18247.8214,45.0537,18229.9465,42230.9961,24861.1563,17369.8398,893,847.9463,45.0537,847.9463,105,105,0,105,203,215.38,0,203,878,264,1158.0001,286,180,45,88,94,1020,736,356,983,522,134,1263,878,264,1158.0001,286,180,45,93.48,94,1020,736,356,983,522,134,1263.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,264,1158.0001,286,180,45,88,94,1020,736,356,983,522,134,1263.0001,385,385,0,385,3769,3769.0149,0,3769,4913,4913,0,4913,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,24700.1563,17369.8398,0,0,0,92,92,0
"1973-10",17446,17455.9069,0,17446.0001,43643,23961.8945,19681.1055,486,486,0,486,63,63,0,63,328,328,0,328,639,160,774,107,156,63,58,173,905.0001,544,181,343,600,159,487,639,160,774.0001,113.22,156,63,61.68,173,905.0001,544,181,343,600,159,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,160,774.0001,107,156,63,58,173,905.0001,544,181,343,600,159,487,400,400,0,400,4620,4620.0068,0,4620,6200,6200,0,6200,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,23790.8945,19681.1055,0,0,0,92,92,0
"1973-11",189,189,0,189,42217.9961,30510.4766,11707.5234,125,125,0,125,0,0,0,0,0,0,0,0,2,0,0,1,2,1,8,0,0,27,1,0,3,1,18,2,0,0,1,2,1,8,0,0,27,1,0,3,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,1,8,0,0,27,1,0,3,1,18,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,30362.4766,11707.5234,0,0,0,92,92,0
"1973-12",145,145,0,145,43625,26093.7578,17531.2441,129,129,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,25940.7578,17531.2441,0,0,0,92,92,0
"1974-01",207,207,0,207,43625,27809.1719,15815.8301,184,184,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,6,0,5,0,0,0,0,0,0,1,0,0,0,11,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,27656.1719,15815.8301,0,0,0,92,92,0
"1974-02",105,105,0,105,39414,22059.1563,17354.8438,86,86,0,86,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,9,3,0,0,0,0,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,23,23,0,0,0,0,39265,21910.1563,17354.8438,0,0,0,92,92,0
"1974-03",485,485,0,485,43625,28152.9629,15472.0381,129,129,0,129,0,0,0,0,0,0,0,0,3,0,0,3,1,1,26,0,271,19,18,0,4,0,10,3,0,0,3,1,1,26,0,271,19,18,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,1,1,26,0,271,19,18,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,27999.9629,15472.0381,0,0,0,92,92,0
"1974-04",3225,3226.5802,0,3225,42221.9961,37435.2383,4786.7603,179,179,0,179,0,0,0,0,161,161,0,161,100,23,213,475,84,44,275,100,784,242,61,41,53,53,254,100,24.58,213,475,84,44,275,100,784,242,61,41,53,53,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,23,213,475,84,44,275,100,784,242,61,41,53,53,254,0,0,0,0,33,33.0002,0,33,50,50,0,50,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,37283.2383,4786.7603,0,0,0,92,92,0
"1974-05",32568.9992,32362.765,211.9618,32357.0377,43634,43634,0,1050,1050,0,1050,365,365,0,365,1746,1746,0,1746,448,295,909,1258,1286,167,814,231,1281,1891,932.9999,2174.9998,1367,489,1429,448,300.7,909.0001,1258,1286,167,814.0001,231,1281,1679.0383,932.9999,2174.9998,1366.9999,489,1429.0001,0,0,0,0,0,0,0,0,0,211.9617,0,0,1e-04,0,0,448,295,909.0001,1258,1286,167,814.0001,231,1281,1679.0383,932.9999,2174.9998,1366.9999,489,1429.0001,229,229,0,229,6073,6073.0273,0,6073,8132.9995,8132.9995,0,8132.9995,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1974-06",39128.9998,37765.6735,1363.3545,37765.6452,42232.9961,42232.9961,0,1503,1503,0,1503,950,950,0,950,1107,1107,0,1107,1369,1178,2609,804.0001,941,128,1410,279,904,2453.9998,781,1913,1078,294,2556,1369,1178.0001,2609,804.0001,941,128,1055.6444,261.822,904,1462.179,781,1913,1077.9999,294,2556.0002,0,0,0,0,0,0,354.3556,17.178,0,991.8209,0,0,1e-04,0,0,1369,1178.0001,2609,804.0001,941,128,1055.6444,261.822,904,1462.179,781,1913,1077.9999,294,2556.0002,357,357,0,357,6552,6552.0278,0,6551.9995,9962,9962,0,9962,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
"1974-07",35675.0001,33619.833,2139.6871,33535.2705,43635,33384.332,10250.6699,1650,876.2111,773.7888,876.2111,1278,1278,0,1278,595,624.7,0,595,1525,923.9999,2040.0002,727,595,70,265,380,936.9999,1889,622,1638,1012.9999,190,1618,1525,923.9999,2040.0002,770.42,595.0001,70,265,167.2487,936.9999,1346.9183,622,1638,1012.9999,201.4,1618.0001,0,0,0,0,0,0,0,212.7513,0,542.0817,0,0,0,0,0,1525,923.9999,2040.0002,727,595.0001,70,265,167.2487,936.9999,1346.9183,622,1638,1012.9999,190,1618.0001,250,250,0,250,6803,6191.9346,611.0653,6191.8921,10666,10666,0,10666,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,33221.332,10250.6699,0,0,0,92,92,0
"1974-08",25370,24980.1703,473.7888,24896.2117,43635,21845.791,21789.2109,1350,876.2111,473.7888,876.2111,788,788,0,788,477,505.42,0,477,858,632.0001,1699.9999,418,375,49,140,213,673,888,514,1280,749,147,1373,858,632.0001,1699.9999,443.28,396.824,49,148.4,213,673,888,514,1280,749,147,1373.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858,632.0001,1699.9999,418,375,49,140,213,673,888,514,1280,749,147,1373.0001,227,227,0,227,5452,5452.0347,0,5452,7067,7067.0005,0,7067.0005,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,21682.791,21789.2109,0,0,0,92,92,0
"1974-09",24144.9999,23199.1918,982.2683,23162.7113,42230.9961,21480.7031,20750.2949,1290,847.9463,442.0537,847.9463,149,149,0,149,285,302.1,0,285,589,236,1326,203,230,55,113,119,522,849.9999,274,748.9999,411,128,1367,589,236,1326,215.38,230,55,119.98,119,458.1885,397.4231,274,748.9999,411,128,1367.0001,0,0,0,0,0,0,0,0,63.8115,452.5769,0,0,0,0,0,589,236,1326,203,230,55,113,119,458.1885,397.4231,274,748.9999,411,128,1367.0001,200,200,0,200,6016,5992.1738,23.8262,5992.1533,9033,9033,0,9033,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,21319.7031,20750.2949,0,0,0,92,92,0
"1974-10",14637.0007,14303.6015,342.8651,14294.1356,43643,27843.4121,15799.5889,1132,876.2111,255.7889,876.2111,53,53,0,53,272,272,0,272,325,126,331,98,130,50,53,164,570,500.0001,150,286,500.0001,147,443,325,126,331,104.08,130,50,56.38,122.977,569.9468,500.0001,150,286,500.0001,101,443,0,0,0,0,0,0,0,41.023,0.0532,0,0,0,0,46,0,325,126,331,98,130,50,53,122.977,569.9468,500.0001,150,286,500.0001,101,443,300,300,0,300,3840,3840.0059,0,3840,5167.0005,5167.0005,0,5167.0005,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,27672.4121,15799.5889,0,0,0,92,92,0
"1974-11",119,119,0,119,42217.9961,29635.8184,12582.1797,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,1,8,56,0,23,1,0,3,3,17,2,0,0,2,3,1,8,56,0,23,1,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,1,8,56,0,23,1,0,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,29487.8184,12582.1797,0,0,0,92,92,0
"1974-12",178,178,0,178,43625,30073.2988,13551.7031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,0,0,10,0,6,0,6,0,0,0,0,0,0,1,155,0,0,10,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,155,0,0,10,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,29920.2988,13551.7031,0,0,0,92,92,0
"1975-01",192,192,0,192,43625,25352.0703,18272.9336,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,172,0,0,0,0,4,0,10,3,0,0,0,0,0,3,172,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,172,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,25199.0703,18272.9336,0,0,0,92,92,0
"1975-02",153,153,0,153,39414,24512.625,14901.375,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,134,0,0,0,0,3,0,9,3,0,0,0,0,0,4,134,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,134,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,23,23,0,0,0,0,39265,24363.625,14901.375,0,0,0,92,92,0
"1975-03",206,206,0,206,43625,26386.0937,17238.9082,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,0,6,130,1,19,18,0,4,0,10,3,0,0,9,6,0,6,130,1,19,18,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,6,0,6,130,1,19,18,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,26233.0938,17238.9082,0,0,0,92,92,0
"1975-04",2126,2126.68,0,2126,42221.9961,30070.5059,12151.4941,0,0,0,0,0,0,0,0,78,78,0,78,38,8,75,175,204,4,390,244,479,92,157,22,11,20,129,38,8.68,75,175,204,4,390,244,479,92,157,22,11,20,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,8,75,175,204,4,390,244,479,92,157,22,11,20,129,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,29918.5059,12151.4941,0,0,0,92,92,0
"1975-05",18694.9998,18695.0096,2e-04,18694.9996,43634,43634,0,400,400,0,400,555.0001,555.0001,0,555.0001,878,878,0,878,303,354,614,771,599,58,1137,410,1347,2221.9998,313,911,449,161,1007,303,354,614,771.0001,599,58,1137,410,1347,2221.9995,313,911,449,161,1007,0,0,0,0,0,0,0,0,0,2e-04,0,0,0,0,0,303,354,614,771.0001,599,58,1137,410,1347,2221.9995,313,911,449,161,1007,190,190,0,190,3072,3072.01,0,3072,2944,2944,0,2944,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1975-06",35280,34505.7319,774.2926,34505.7075,42232.9961,42232.9961,0,950,950,0,950,1841,1841,0,1841,1546,1546,0,1546,904,1127,1838,1181,896,87,1077,257,1505,3541,837,1849,908,356,2207,904,1127.0001,1838,1181,896,87,1077,257,1504.9999,2766.7073,837,1849,908,356,2207.0002,0,0,0,0,0,0,0,0,1e-04,774.2925,0,0,0,0,0,904,1127.0001,1838,1181,896,87,1077,257,1504.9999,2766.7073,837,1849,908,356,2207.0002,295,295,0,295,4800,4800.0244,0,4800,7278,7278,0,7278,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
"1975-07",38281.9999,37833.4648,486.1513,37795.8491,43635,43635,0,1400.0001,1400.0001,0,1400.0001,1056,1056,0,1056,814,814,0,814,1341,1825,2308,623,684,90,614,188,1407,2470.9998,576,2299,1260,471,1862,1341.0001,1825.0001,2308,660.5801,684,90,614,188,1407,1984.8486,576,2299,1259.9999,471,1862.0001,0,0,0,0,0,0,0,0,0,486.1512,0,0,1e-04,0,0,1341.0001,1825.0001,2308,623.0001,684,90,614,188,1407,1984.8486,576,2299,1259.9999,471,1862.0001,255,255,0,255,5776,5776.0356,0,5776,10962,10962,0,10962,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1975-08",28947.9994,28514.7151,523.7891,28424.2105,43635,27988.4746,15646.5283,1400.0001,876.2111,523.7889,876.2111,793.0001,793.0001,0,793.0001,507,537.22,0,507,1123,1438,1207,467,403,51,143,107,1144,919,439,1684,1206.0001,246,1263,1123.0001,1438,1207,494.82,426.6475,51,151.78,107,1144,919,439,1684,1206,246,1263.0001,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,1123.0001,1438,1207,467,403,51,143,107,1144,919,439,1684,1206,246,1263.0001,236,236,0,236,5810,5810.0371,0,5810,8361.999,8361.999,0,8361.999,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,27825.4746,15646.5283,0,0,0,92,92,0
"1975-09",21899,21891.9207,45.0537,21853.946,42230.9961,19749.5254,22481.4727,893,847.9463,45.0537,847.9463,159,159,0,159,303,321.38,0,303,865,400,866,212,244,54,117,195,550,882,322,1005,518,163,1071,865,400,866.0001,224.52,244.2328,54,123.82,195,550,882,322,1005,518,163,1071.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,400,866.0001,212,244,54,117,195,550,882,322,1005,518,163,1071.0001,347,347,0,347,5508,5508.0215,0,5507.9995,7225,7225,0,7225,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,19588.5254,22481.4727,0,0,0,92,92,0
"1975-10",12089.0003,12093.8045,0,12089.0004,43643,26741.6582,16901.3438,595,595,0,595,40,40,0,40,200,200,0,200,595,246,710.0001,80,96,38,114,239,518,411,113,214,300,118,489,595,246,710.0001,84.8,96,38,114,239,518,411,113,214,300,118,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,246,710.0001,80,96,38,114,239,518,411,113,214,300,118,489,300,300,0,300,2840.0002,2840.0044,0,2840.0002,3833,3833,0,3833,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,26570.6582,16901.3438,0,0,0,92,92,0
"1975-11",198,198,0,198,42217.9961,29445.373,12772.626,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,4,144,0,22,0,0,3,4,17,2,0,0,0,1,1,4,144,0,22,0,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,4,144,0,22,0,0,3,4,17,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,29297.373,12772.626,0,0,0,92,92,0
"1975-12",196,196,0,196,43625,26149.7617,17475.2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,180,0,0,0,0,3,0,9,0,0,0,0,0,0,4,180,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,180,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,25996.7617,17475.2422,0,0,0,92,92,0
"1976-01",193,193,0,193,43625,22903.5937,20721.4082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,3,0,7,0,0,0,0,0,0,1,182,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,182,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,22750.5938,20721.4082,0,0,0,92,92,0
"1976-02",158,158,0,158,39414,23766.3789,15647.6211,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,139,0,0,0,0,3,0,9,3,0,0,0,0,0,4,139,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,139,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,0,23,23,0,0,0,0,39265,23617.3789,15647.6211,0,0,0,92,92,0
"1976-03",192,192,0,192,43625,24817.8379,18807.1621,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,4,130,1,19,18,0,4,0,10,3,0,0,2,1,0,4,130,1,19,18,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,4,130,1,19,18,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,24664.8379,18807.1621,0,0,0,92,92,0
"1976-04",4767,4770.1014,0,4767,42221.9961,32510.1426,9711.8564,0,1,0,0,18,18,0,18,240,240,0,240,146,35,325,700,225,41,400,235,450,358,113,210,53,80,377,146,37.1,325,700,225,41,400,235,450,358,113,210,53,80,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,35,325,700,225,41,400,235,450,358,113,210,53,80,377,25,25,0,25,261,261.0014,0,261,475,475,0,475,36,36,0,0,0,0,0,0,0,24,24,0,0,0,0,42069.9961,32358.1426,9711.8564,0,0,0,92,92,0
"1976-05",26278.0003,26074.4652,203.5543,26074.4461,43634,43634,0,750,750,0,750,833,833,0,833,1231,1231,0,1231,370,749,745,1000.0001,907,117,752,442,1244,1900.0001,659.9999,1801,967,487,1171.0001,370,749,745,1000.0002,907.0001,117,752,270.5494,1244,1867.8962,659.9999,1801,967,487,1171.0002,0,0,0,0,0,0,0,171.4506,0,32.1038,0,0,0,0,0,370,749,745,1000.0002,907.0001,117,752,270.5494,1244,1867.8962,659.9999,1801,967,487,1171.0002,157,157,0,157,4273,4273.019,0,4273,5722,5722,0,5722,40,40,0,0,0,0,0,0,0,30,30,0,0,0,0,43472,43472,0,0,0,0,92,92,0
"1976-06",34550.9991,33733.4038,817.6226,33733.3765,42232.9961,42232.9961,0,1050,1050,0,1050,1666,1666,0,1666,987.0001,987.0001,0,987.0001,853,1258,1471,731,724,87,347,292,978.0001,2215,628,1894,1107,440,2165,853,1258.0001,1471,731.0001,724.0001,87,347,261.7946,978.0001,1427.5829,628,1894,1106.9999,440,2165.0002,0,0,0,0,0,0,0,30.2054,0,787.4171,0,0,1e-04,0,0,853,1258.0001,1471,731.0001,724.0001,87,347,261.7946,978.0001,1427.5829,628,1894,1106.9999,440,2165.0002,509,509,0,509,6064,6064.0269,0,6063.9995,9084.999,9084.999,0,9084.999,37,37,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,42069.9961,0,0,0,0,92,92,0
"1976-07",33403,30453.657,3046.4762,30356.4828,43635,22901.5215,20733.4805,1600,876.2111,723.7889,876.2111,1781,329,1452,329,576,604.96,0,576,1019,1019,1560,692,462,66,246,244,995,1614,554,1405,994.0001,248,1434,1019,1019,1560,733.32,488.6932,66,246.16,167.2311,994.9625,1174.1858,554,1405,994.0001,248,1434.0001,0,0,0,0,0,0,0,76.7689,0.0375,439.8142,0,0,0,0,0,1019,1019,1560,692,462,66,246,167.2311,994.9625,1174.1858,554,1405,994.0001,248,1434.0001,320,320,0,320,6546,6191.9331,354.0667,6191.8921,10028,10028,0,10028,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,22738.5215,20733.4805,0,0,0,92,92,0
"1976-08",23979.0001,23064.6845,968.7889,23010.2113,43635,19211.9551,24423.0469,1300,876.2111,423.7888,876.2111,1404,859,545.0001,859,457,484.22,0,457,783.0001,677.0001,1225,457,428,50,221,200,842,984.9999,362,1116,739.0001,208,1121,783.0001,677.0001,1225,484.22,428,50,221,200,842,984.9999,362,1116,739.0001,208,1121.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783.0001,677.0001,1225,457,428,50,221,200,842,984.9999,362,1116,739.0001,208,1121.0001,112,112,0,112,5252,5252.0332,0,5252,6040,6040,0,6040,36,36,0,0,0,0,0,0,0,35,35,0,0,0,0,43472,19048.9551,24423.0469,0,0,0,92,92,0
"1976-09",19663,19693.2381,0,19663,42230.9961,18791.3594,23439.6406,700,700,0,700,428,428,0,428,252,266.92,0,252,418,502,943,255,219,44,117,127,471,727,228,727,552,132,914,418,502,943,270.3,219,44,117,127,471,727,228,727,552,132,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,502,943,255,219,44,117,127,471,727,228,727,552,132,914,274,274,0,274,5558,5558.0181,0,5558,6075,6075,0,6075,35,35,0,0,0,0,0,0,0,34,34,0,0,0,0,42069.9961,18630.3594,23439.6406,0,0,0,92,92,0
"1976-10",13589,13596.4244,0,13589,43643,25271.9863,18371.0156,0,3,0,0,40,40,0,40,206,206,0,206,258,215,589,77,100,38,51,239,450,462,119,214,400,112,448,258,215,589,81.42,100,38,51,239,450,462,119,214,400,112,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258,215,589,77,100,38,51,239,450,462,119,214,400,112,448,300,300,0,300,5304,5304.0044,0,5304,3967,3967,0,3967,48,48,0,0,0,0,0,0,0,31,31,0,0,0,0,43472,25100.9863,18371.0156,0,0,0,92,92,0
"1976-11",553,553,0,553,42217.9961,23736.2246,18481.7734,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,210,277,51,0,0,3,0,5,5,0,0,0,1,0,1,210,277,51,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,1,210,277,51,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,36,36,0,0,0,0,0,0,0,20,20,0,0,0,0,42069.9961,23588.2246,18481.7734,0,0,0,92,92,0
"1976-12",165,165,0,165,43625,20269.1836,23355.8184,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,145,0,0,0,0,4,0,12,4,0,0,0,0,0,0,145,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,145,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,20116.1836,23355.8184,0,0,0,92,92,0
"1977-01",173,173,0,173,43625,19960.7285,23664.2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162,0,0,0,0,3,0,7,0,0,0,0,0,0,1,162,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,162,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,0,24,24,0,0,0,0,43472,19807.7285,23664.2734,0,0,0,92,92,0
